mean_f,std_f,med_f,min_f,max_f,skew_f,kurt_f,sfm_f,mean_t,med_t,min_t,max_t,q25_t,q75_t,skew_t,kurt_t,zeroxrate_t,entropy_t,gender,predicted
3287.504053931779,8656.131016056397,549.1156986617656,0.680391256398748,94162.24480432496,4.915678155314036,29.251914221674312,0.2240643412455507,-0.3686840031593638,0.0,-585.1433715820312,768.0565795898438,-9.55498480796814,3.3504931330680847,1.1976244555501945,12.116114691520742,0.015625,0.8478564974596898,1,1
2964.4881355343646,7849.406154256344,905.5482075079505,5.800705431135171,126622.207713322,7.238416527453831,73.48633015488325,0.3535282585842889,-0.3421363144889183,0.0,-553.4437255859375,538.592529296875,-8.233599424362183,6.027990937232971,-0.1468313618588229,7.918484634742832,0.0,1.1103714221034158,1,1
1229.595386529189,4057.206041105379,345.9396174824843,3.23722110793758,132810.49304487524,15.133693660149158,364.6045180591327,0.3309413055238073,-0.8591874283642538,0.0,-207.3356170654297,240.38262939453125,-19.22205686569214,16.53367519378662,0.2970285967171658,3.205547832853336,0.0029296875,1.3716926612197915,1,1
2794.7211811317857,6495.199990922087,973.4618845936712,19.23169543143495,69520.94950971972,5.180372084444596,31.05563920788078,0.3964355354594147,-0.5439585570431081,0.0,-477.74993896484375,440.0836791992188,-11.032862424850464,14.407467126846312,-0.6029393961965009,6.8007246830740335,0.0,1.0684732812886792,0,0
1669.5040395413628,4429.922868074414,624.473831727535,13.436853619744348,58553.2872800952,6.779276242853644,58.74480109227965,0.4161461248371528,-0.7501873873246369,0.0,-491.62890625,392.9786071777344,-6.718374252319336,4.757794499397278,-1.4964841251510463,25.80204374108296,0.0,0.4010354257973529,1,1
2356.513219297128,3927.90359068231,935.8461178222876,2.26746510304207,39599.21108743277,3.406338454076817,14.188089387202862,0.4087863098048181,-0.5142673128310126,0.0,-329.80145263671875,418.1663513183594,-7.283247113227844,6.531349301338196,-0.3334609937427181,8.830474492030419,0.0,0.8444956278250804,1,1
3314.6641567276324,5995.131754502624,1389.007737320825,13.03499828407326,86278.61608019854,5.776037064961304,51.00550889186273,0.4357226047545458,-0.3386593270645244,0.0,-542.5182495117188,478.6952819824219,-2.745378315448761,8.269324779510498,-1.2187070445077897,10.98393100214485,0.0,0.8293583376740933,1,1
3822.2966894905567,5679.07084917206,2151.203176385461,22.132280718232323,64436.58703011537,4.667321550443112,29.16708708812788,0.5796158530196743,0.1207489497708156,0.0,-631.9640502929688,598.0540161132812,0.0,0.0,-0.7089044025295403,18.15507589283856,0.0,0.730320316537534,1,1
976.794155164507,4190.929199638209,280.4492331250544,1.0733802424923808,67757.1502117231,8.68150351734623,86.63582607886343,0.298171507946841,-0.2812999298577633,0.0,-169.0377197265625,218.1904754638672,-8.961803913116455,5.0705406665802,0.7207109871590589,3.8432235694680807,0.0,1.2807501909715255,0,0
1296.8904556070656,3505.9510802484065,468.7646803977243,6.463316643970053,37040.557908557705,5.8909802304934615,39.87340579127852,0.377448592809154,-0.1186933399659465,0.0,-256.897705078125,309.2989196777344,0.0,0.0,0.6383228315311306,12.669038117640584,0.0,0.7036976687351459,1,1
3215.487682295653,5776.840616853629,1045.3988082397418,9.1141971186134,63617.110727993306,4.221411660538319,24.346891541513845,0.3827060043927854,-0.1838751270400825,0.0,-481.589599609375,496.81878662109375,-1.6487033367156982,5.782587051391602,-0.3182599705494054,7.865026783949242,0.0,1.0322144993614166,1,1
5911.594663101545,11102.977892171362,2370.169271338893,3.524290931665978,103422.01801546656,4.140884771085607,19.65521697636045,0.4049601364232665,-0.4101115446309268,0.0,-747.5274047851562,948.1170043945312,-5.634223699569702,2.270357429981232,0.6191452123671032,8.348277668046684,0.00390625,0.8782588988675689,1,1
4514.805866004327,9161.576147239704,1494.9126909844476,10.893024599060883,143487.67636065927,5.95428774086182,53.43872263523665,0.3860128098634278,-0.4809377279532504,0.0,-746.4072265625,806.235107421875,-3.850583374500274,4.894956588745117,-0.1580528246669172,9.59325452375389,0.0,0.9256981291490072,1,1
5008.1254067410655,10620.198931477657,1479.6871652926934,16.984544454077714,127943.03884427671,5.1490449025579785,34.487881331943605,0.3711789910240259,-0.156875266974393,0.0,-912.75146484375,743.113037109375,-9.551556587219238,9.248591899871826,-0.0982468378972981,7.303435851932795,0.00927734375,0.91649362262543,1,1
4088.894380155863,8104.965005365626,1704.7394573577822,16.163639056904028,88523.22322853944,5.182247445321993,32.94837295516831,0.4424482001713763,-0.2181615852736868,0.0,-642.6685180664062,797.101806640625,-7.440007209777832,5.509910941123962,0.3028424350512003,10.71420808445328,0.0,0.7387005137503512,1,1
2583.4203865725813,7503.143366960582,467.6438488026388,4.964005701461779,143466.6512247794,7.832847235258455,93.80043854700352,0.2423774439539923,-0.3625632054375018,0.0,-490.2857055664063,537.988525390625,-2.3175047039985657,7.199450492858887,-0.4463842484779533,7.374707612104391,0.0166015625,1.00982555398891,1,1
6045.441816644777,15271.113285523836,2987.7560481892515,42.77507730271105,274963.0226308123,9.116392229984005,103.94949106160225,0.4920664918311703,-0.1648019830777775,0.0,-872.8186645507812,1130.9017333984375,-21.48069143295288,32.9357213973999,0.1031866256141949,3.964763066243946,0.0166015625,1.1476720361911876,1,1
9342.331553765604,33133.28544493541,3897.952610817895,53.42315619613042,858250.1218074509,17.103911782331377,367.0291850736967,0.4327083319711157,-0.3583208669307641,0.0,-1807.232177734375,1851.453125,-10.873821258544922,8.863350868225098,-0.174900730522718,5.096999590425634,0.24169921875,1.1560936344746502,1,1
3728.892968939919,9307.533488135545,534.4072310811584,7.010820842310098,72404.39885968583,4.367713751794262,22.088411837204667,0.2093303731655766,0.2523557301428518,0.0,-777.6809692382812,740.057861328125,0.0,0.0,0.4963763447169005,13.67924668958349,0.0,0.8045817313032896,1,1
7471.572664095169,9032.06138050412,4197.7074893785975,29.85031319753101,70158.9094988363,2.5648837096892585,8.360763660966963,0.5404294831023326,-0.2138521544055547,0.0,-948.314697265625,966.2977905273438,-2.58884334564209,3.929654061794281,0.2887026201414457,14.759091465275528,0.0,0.8968446914438211,1,1
1783.1693430509545,7570.24742624571,658.042759252699,9.399285956966288,188073.9342225678,15.719374546678296,295.56851470714474,0.3952174306970645,-0.3651456888081739,0.0,-344.1387939453125,404.2033386230469,-7.699466109275818,4.836480140686035,0.4905673825025518,4.847152236221166,0.0,1.1945140458618186,0,0
6217.857454907995,14124.934015281622,1944.209357807143,5.171198824215203,111241.04202971136,4.075449511600792,17.425591737366922,0.3544719836060249,-0.1757769412046764,0.0,-1030.06640625,1018.28369140625,-3.1674304008483887,5.368703842163086,-0.3375230819570025,9.420606877541896,0.0,1.0186791771897132,1,1
4622.61209405522,10755.091422431276,1626.9991424922416,10.847785330194217,227840.3521247616,8.694793844749073,121.81615179838283,0.3910510028199706,-0.3357461678944528,0.0,-1094.67431640625,455.3684997558594,-14.24757432937622,29.91398811340332,-1.608041994574742,9.098627944407346,0.0,1.1491059776894406,1,1
3284.98840626256,8557.26510332516,1389.0695938252106,17.413397932249197,131303.24842250263,7.572560867734318,70.04023231464926,0.4193623653665302,-0.6716810157375294,0.0,-429.6598205566406,699.5807495117188,-27.351047039031982,24.50949144363404,0.4526611911908649,4.715261715269556,0.00146484375,1.2035441326273784,1,1
3243.899674690283,6137.924726188234,1545.8885098261362,12.05374653726911,86384.61460827987,5.98174278959761,48.97907426840971,0.4887216691406809,-0.3672185298793483,0.0,-408.1649169921875,523.56591796875,-8.250068187713623,4.098592519760132,0.2727264467470827,6.341578515725173,0.0,0.9713440686325672,1,1
