mean,std,med,q75,min,skew,kurt,sfm,gender,predicted
0.0380837739106725,0.0788358428002506,0.0163625851056126,0.030261926773408,0.0001723384987749,0.0078161385471327,0.0600081936962464,0.0006429626115723,1,1
0.0472958543323804,0.1155614207170428,0.0155449203790235,0.0319137299212698,0.0002547406553402,0.0084755100905426,0.0470679191281307,0.0006436255472379,1,1
0.0128294131685289,0.0452125455870047,0.0030681636256439,0.0082101160019169,4.529228560292852e-05,0.00709089259867,0.1014519939326792,0.0001949940523389,0,0
0.0174967770038061,0.0542152077437326,0.0072968063608543,0.0134540501186784,2.498459498816971e-05,0.006241568603539,0.0791275597254663,0.0002673868045385,1,1
0.0586987956606121,0.1230313703080524,0.0109639812917607,0.0306393468292615,0.0001438222402106,0.0016624098875222,0.0072087314090115,0.0001180599019288,1,1
0.0311967266000743,0.0715842423770276,0.0078624821954087,0.029786309919906,4.959632316995781e-05,0.019132979652767,0.1600758654099964,0.0009285777582158,1,1
0.0427984436594894,0.0898442434405308,0.0198204400042458,0.0430904787077815,0.0002874944984567,0.0025192838372712,0.0175977472407014,0.0001945850340769,1,1
0.0370923023628562,0.0571145169886908,0.0193979207158054,0.046302766349051,0.0001900470632087,0.0047267769973408,0.0469847002315644,0.0004118990250557,1,1
0.0299832224771603,0.0800010297426274,0.0092774997944197,0.0193837599225749,4.764336569504458e-05,0.0069597175295973,0.0548479029183507,0.0003996848579713,1,1
0.0716566205786991,0.1409327252750882,0.0131219217358615,0.0371643916054554,0.0003187230961476,0.0030489827764011,0.0100156962006897,0.0002819209898232,1,1
0.0189955993383554,0.0541897174263661,0.0039326073730531,0.0115632512528323,4.367584937753836e-05,0.0155049992816576,0.1803417626168871,0.0005313943207897,1,1
0.0460749062421668,0.1011189670305492,0.014969331904163,0.0432427785311424,5.394131323403128e-05,0.0056572627406802,0.0366825049001012,0.0004018155009222,1,1
0.0031924580889269,0.0251717508009958,0.0006478193068381,0.0021362003938696,1.4161197528192732e-05,0.0284644553154529,1.0,0.0003782263999869,1,1
0.0136717182762503,0.0304303898024848,0.0056969988320892,0.012931563393372,2.1649103776067704e-05,0.016276028510705,0.4087941982755992,0.0005754786519018,1,1
0.016560822670001,0.0547009065430539,0.0025667949664706,0.0072024201259347,4.275917248735372e-05,0.0097823239123,0.1223061877471939,0.0002415476699937,1,1
0.0618736420830784,0.1275051507635864,0.0162970846450406,0.0531332672541127,0.0001668544949646,0.0018996922948104,0.0084397032420989,0.0001637937091862,0,1
0.0294405115239139,0.0716628842801766,0.0076662481250778,0.0227722120635201,0.0001364148071626,0.0045436334070536,0.0419732784584585,0.0002246414534605,0,1
0.0154394087332865,0.035598624002184,0.0056831768740349,0.0116253089867445,2.4029560634793103e-05,0.008266931731923,0.1587894999020584,0.0003457561248141,1,1
0.0503106751359126,0.1085637243050652,0.0172229468198508,0.0405419277832926,0.0002199877184897,0.003429176868122,0.0210850400672314,0.0002626387486695,1,1
0.1273859180251362,0.1526921011012682,0.0680127335819975,0.1673378945383204,0.0002022161156096,0.0010339180115318,0.0023745130034698,0.0002456598705771,1,1
0.0115519744379848,0.0341812286435107,0.0040005809880242,0.0087034324722883,4.052408994395243e-05,0.010332470703003,0.2298018484041974,0.0002750432453273,0,1
0.0337226814494927,0.0743786365118019,0.0181734878258056,0.0341602458704421,0.0002161187863854,0.0056802537133233,0.0463897982096768,0.0003830250976528,1,1
0.0225556157871503,0.0660354628017934,0.0053645042504563,0.0142329800305049,2.398031329967912e-05,0.0188488478173105,0.1675612223799345,0.0008244309779099,0,1
0.0134770134876066,0.0458568324047327,0.0036707197731978,0.0068138381509043,2.7651522586306128e-05,0.012646368537185,0.1946549120545066,0.0003671384093228,1,1
0.0373049278042645,0.0845408836296623,0.0130284415609078,0.0254944520605963,0.0002974643025148,0.0042677867317622,0.0263627758031754,0.0003410096188394,1,1
0.034485673932696,0.074072423157421,0.0170781651833755,0.0355088158992737,0.0001330705642141,0.0032538730943179,0.0267206937132955,0.0002357600722163,1,1
0.0141983271781484,0.0523777942582981,0.0033544376834396,0.0077024427566972,8.736676391363503e-06,0.017081534674021,0.1807846160134355,0.0005551665791878,0,1
0.02519478436358,0.0807853789170867,0.0058105594526001,0.0147772515578161,0.0001158307316951,0.0074314727591562,0.0677448916433904,0.0002831819445226,1,1
0.0313045292073207,0.0792073153400719,0.0094512576207169,0.0219129764597569,0.0001036305636105,0.0032021802572656,0.0236149791903878,0.0001879181911969,1,1
0.0358782163050556,0.104880765739754,0.0104626715648309,0.0196765012278902,3.42839588225167e-05,0.0036246172300183,0.0231861983271738,0.0001914521571014,1,1
0.0517354703228781,0.0885492533135721,0.0192608195665905,0.0521312824025151,4.32708546962401e-05,0.0013718883422756,0.0080769525870932,0.0001402264424824,1,1
0.0354145820028429,0.0709949239265423,0.0152622939866659,0.0310326426629273,9.916057618555452e-05,0.0038483494608835,0.0310666322573287,0.0002913163882783,1,1
0.0244396197591759,0.0552833065631985,0.0093073091817212,0.0211406664232387,0.0001676919057067,0.0037533676099904,0.0434168616704522,0.0001978009467322,1,1
0.0162504180006317,0.0647150501942147,0.0036331004247245,0.0084179225365035,2.610270852090549e-05,0.0076464331107913,0.0867421946927027,0.000210083543772,0,0
0.0680744666911557,0.102397881890716,0.0376380877318469,0.0748442690703436,0.0005533982785594,0.0017976897155981,0.0110081510172601,0.0002172177468019,1,1
0.0431123342501231,0.1015947038509294,0.0120687025866322,0.0247164904430199,7.65741438633698e-05,0.0055213503131651,0.0286014185913708,0.0004234036813432,1,1
0.0230054034398069,0.0667746923340467,0.006345652250472,0.0127249625602778,7.030673516285774e-05,0.0120852351410414,0.1111035847583396,0.0005708967845205,1,1
0.0143123183371528,0.0542754433173544,0.0046264624485733,0.0081202166079461,5.272242280445264e-05,0.0131860753157901,0.1539820785565435,0.0004864310996855,1,1
0.051146016506677,0.0948759067891908,0.0134840943661212,0.0541367319591015,5.28676118034145e-05,0.002055398142555,0.0101820131395352,0.000189815207571,1,1
0.0439084400252022,0.0770671136957309,0.0220450821567959,0.0425249281524897,0.0002302322728909,0.0036644241912454,0.0262225624379125,0.0003640371981381,1,1
0.0202074216313129,0.0656397783538386,0.0056540186492883,0.0137471821232261,8.314538947687227e-05,0.0131396245349748,0.141068105118997,0.0005009369076523,1,1
0.0339327511486619,0.063789879911438,0.0133738322414426,0.0317929857470293,0.0002984415480462,0.0030228074576651,0.0267260043009146,0.0002378224309121,1,1
0.0248708061388209,0.0716895000823904,0.0082337818805654,0.0200693445418847,9.240845381392546e-05,0.015263703765847,0.1411663497435024,0.0007394288106954,0,0
0.0473440662460973,0.087929425042915,0.014580145233221,0.0446591659152165,0.0002032767004105,0.0022209101778596,0.0132010556178487,0.0001961593083617,0,1
0.0252353201211351,0.0578615162808173,0.0090807473573667,0.0233091436909374,0.000159834089826,0.003317680087551,0.0327297299424354,0.0001954708930372,1,1
