mean,std,avg,median,min,max,skewness,kurtosis,gender,digit
0.025053442359355506,0.07476962629575876,0.02510815794159833,0.008832979534938829,0.2316748278063985,1.0,0.12648571505340195,1.0,male,0
0.03280915656275162,0.08718434641810546,0.03289191566916675,0.009071297224939125,0.25436990973768303,1.0,0.14635903906959227,1.0,male,0
0.041461797365999684,0.1050847734107857,0.041510264940938846,0.013679451056104,0.3232568954834872,1.0,0.17850706305412276,1.0,male,0
0.05799079038608481,0.11696901002576389,0.05804185234657787,0.021923292773713847,1.0,1.0,0.20707761658843543,1.0,male,0
0.05659801766381615,0.12129080044266104,0.05665832800497641,0.017656166602211143,0.6757359192630249,1.0,0.2455687448697287,1.0,male,0
0.0350492906752046,0.0888611227917222,0.03509660320043803,0.01078396515289406,0.11823354443609059,1.0,0.16286741585472933,1.0,male,0
0.03282655779550288,0.08235640706137012,0.0328908786116733,0.010927219776000552,0.2779984287592545,1.0,0.15906638361142697,1.0,male,0
0.035881255786907144,0.07425650235466978,0.035914926866522784,0.01850796346063578,0.059986948645492685,1.0,0.11573696362519466,1.0,male,0
0.053338030568496876,0.1106084399603706,0.053385372090232135,0.01857143354546338,0.2320753209184399,1.0,0.2046439421700194,1.0,male,0
0.027980499338861306,0.08017249302049839,0.02802540222202803,0.009028390694873566,0.08201968113065239,1.0,0.13187935504824785,1.0,male,0
0.021106030619838394,0.05821562331190544,0.021170600130907987,0.007138750034043949,0.0987165244249481,1.0,0.09203909404331831,1.0,male,0
0.022163601216100125,0.06519058511140444,0.022216745250527983,0.006227106979855566,0.1382767312204592,1.0,0.11259017592537668,1.0,male,0
0.019804506688026396,0.057498224270465206,0.019868195760959224,0.005774116909508415,0.13865388474279355,1.0,0.09636105615789049,1.0,male,0
0.028951581918053262,0.0773828745392142,0.029027820401151254,0.009342715615916009,0.31196646865495875,1.0,0.12326751403834481,1.0,male,0
0.06372208231126554,0.11505111019712948,0.06379612199240219,0.028175572531225733,1.0,1.0,0.20055606192671876,1.0,male,0
0.018169455044493507,0.05226197907133284,0.018227691083342802,0.005852191381426591,0.19162169655078812,1.0,0.08373121258391124,1.0,male,0
0.05105937213175953,0.11093738520039273,0.051095881409393556,0.01664240612789263,0.2172117299166817,1.0,0.21004893741940645,1.0,male,0
0.022998035518080943,0.07165093488897423,0.023074138503324827,0.007378282285583279,0.17464527494036802,1.0,0.10228891535261117,1.0,male,0
0.023424648174091716,0.07742235754991318,0.023481064753197466,0.006373118984095744,0.11958931908919797,1.0,0.12117503960543445,1.0,male,0
0.045002840332908065,0.09671001386816697,0.04505178901910393,0.01804588714020247,0.2903559827190091,1.0,0.17305167431788085,1.0,male,0
0.05580915377304952,0.09926265134584489,0.055848462683767336,0.025752272631145278,1.0,1.0,0.1692801530073064,1.0,male,0
0.033813780897524216,0.09030352401582036,0.033864205145405134,0.009372371527242159,0.13727581169655756,1.0,0.16566092144694547,1.0,male,0
0.04957329138642807,0.10280381773866279,0.04962695352586948,0.015915934342197135,0.7602421213190236,1.0,0.22676398536190473,1.0,male,0
0.04364976056996333,0.09566391908167876,0.04369534145795785,0.01426722738415754,0.1601898948445071,1.0,0.18253170528525187,1.0,male,0
0.02293857365329263,0.06671643058193683,0.02299755689115391,0.007113666773977799,0.20789811536086708,1.0,0.1101631293296089,1.0,male,0
0.0702167820264223,0.11613183711399541,0.07027297457724868,0.033748132793299704,1.0,1.0,0.20754969929515735,1.0,male,0
0.04065920069079026,0.09195442098172231,0.040718531984114945,0.014270151816955744,0.20854705476671184,1.0,0.1503792769548117,1.0,male,0
0.04821097738374709,0.10578112773798287,0.04823980229245322,0.01419208078725613,1.0,1.0,0.2059319532791101,1.0,male,0
0.021728698678193558,0.06067438209353819,0.021795562776803577,0.007677807212148177,0.19779657809845896,1.0,0.09990880496674814,1.0,male,0
0.03699207105856576,0.0972414749681222,0.03704477432014174,0.010988559937653684,0.11301628216948685,1.0,0.16038437079297832,1.0,male,0
0.03290637400133115,0.0861188717293994,0.032961236473829744,0.009257696846491982,0.21072571501428386,1.0,0.16193727037936984,1.0,male,0
0.043738493016650115,0.10189719585674817,0.0438120857617966,0.013858097582680372,0.7628342502384745,1.0,0.17654923482827456,1.0,male,0
0.051251693037863304,0.09701382956688409,0.051274180131777855,0.020724644464649878,0.2695660428301274,1.0,0.15795287157202414,1.0,male,0
0.017425048197440007,0.05982867654066723,0.017458884536146795,0.00557481571961153,0.055529500215960245,1.0,0.0971139407248437,1.0,male,0
0.07674590290420018,0.127283207789466,0.07678255622779802,0.03811769747402761,1.0,1.0,0.2348727271730604,1.0,male,0
0.02035184334096024,0.062173667795909084,0.020406934116810944,0.007117943072267333,0.24699035421664983,1.0,0.10626086678885002,1.0,male,0
0.04218319410898062,0.09168043293873064,0.04222239061124467,0.016066139937140338,0.10755093073063646,1.0,0.15234773756228723,1.0,male,0
0.05237573276266382,0.11575658287725221,0.05245512245774696,0.018778975043486267,0.471135085658257,1.0,0.1819810970257425,1.0,male,0
0.048868714324297464,0.10705873213351887,0.048902819517806,0.013418998177095161,0.6186531371392493,1.0,0.20231066130358022,1.0,male,0
0.07076569694072657,0.11915659084374472,0.07080288702945563,0.031042307042173495,1.0,1.0,0.23007742457404085,1.0,male,0
0.052204333707225006,0.11426896784461324,0.05225707291443106,0.01819670686399646,0.677230133207477,1.0,0.19191266151840505,1.0,male,0
0.037567974371663974,0.10140340689559461,0.03761278755985465,0.010969522215777747,0.9168744146927994,1.0,0.1611691418445217,1.0,male,0
0.058258247488868334,0.12006351241199456,0.05832816990861553,0.019401167861215762,0.7976178798813128,1.0,0.22920057454533227,1.0,male,0
0.060979625628364634,0.12446522164873089,0.061041571975628255,0.021756531057117206,1.0,1.0,0.22333018312123123,1.0,male,0
0.04994964527945525,0.11356693164314775,0.050013415115131465,0.017851263532337548,1.0,1.0,0.18391267359140437,1.0,male,0
0.01992127628109255,0.06332609648137844,0.01997672105354974,0.005671123217629892,0.09643918481381765,1.0,0.10690020641680614,1.0,male,0
0.02417948196464749,0.06419302598881867,0.024248995592327214,0.008798067099490233,0.10160169967225458,1.0,0.10612683615002533,1.0,male,0
0.04790469786599048,0.10647288415968603,0.047964531390493115,0.017017248560579845,0.7690092351671797,1.0,0.16994414293440363,1.0,male,0
0.0562333796908475,0.11700948294689441,0.056284508055848656,0.018214531872923267,0.7817603769160523,1.0,0.2151865013270557,1.0,male,0
0.06664733450197428,0.11798227070959261,0.06667766619566978,0.026916117782846395,1.0,1.0,0.21655640777832802,1.0,male,0
0.022227763806485154,0.06518633509796273,0.02228239399661564,0.004189882871922059,0.10152920397135444,1.0,0.10907657277832124,1.0,male,1
0.025943697279489773,0.07057699728492914,0.02599513372591166,0.0062926555660841885,0.15740663371730793,1.0,0.12954941533081227,1.0,male,1
0.02537117334849253,0.07090431291422108,0.02540795210331468,0.004131577899987346,0.07931291984009299,1.0,0.12178320847900173,1.0,male,1
0.036861768563727554,0.0820879832816175,0.03691936949615937,0.009842811463315641,0.24310795407826435,1.0,0.13382578985666035,1.0,male,1
0.025812008239443206,0.0698170527569957,0.02585718028716634,0.00499459538923891,0.1273314766641734,1.0,0.12975572952890607,1.0,male,1
0.041762573900183765,0.09593553510757513,0.041819667209575695,0.01026697071477299,0.14816192187764282,1.0,0.1665003652383408,1.0,male,1
0.03437698029035405,0.0744956771618183,0.03443356649515507,0.006032421155267924,0.32800433379198046,1.0,0.14257086160491206,1.0,male,1
0.020739374988790322,0.06318721130656921,0.020798729848604477,0.003421850120007242,0.08440487739990132,1.0,0.10721937314583417,1.0,male,1
0.03634020042543281,0.08460065571006412,0.036397861419070594,0.008316971793547675,0.10176563927353229,1.0,0.13601969549708812,1.0,male,1
0.047181540336265905,0.09808822618918833,0.047222300155835194,0.009488945738470275,0.7060815578221181,1.0,0.18927585343246564,1.0,male,1
0.021030772183435697,0.05317193996982219,0.021077753080640967,0.0054882862765862,0.03939724689748339,1.0,0.07736352260282,1.0,male,1
0.03427922279104341,0.07451417873381899,0.0343221922634575,0.006611981103894087,0.313663187312273,1.0,0.13590021883818562,1.0,male,1
0.03154273108724413,0.08121325465817501,0.03162492979830891,0.00861214064528707,0.1192032106241491,1.0,0.14422880362263388,1.0,male,1
0.01819539739256547,0.05543710834395816,0.018215228021814474,0.0039238702121211656,0.01987779507031442,1.0,0.07886225803035946,1.0,male,1
0.03242193986180586,0.07521341998202222,0.032483874498113914,0.005929468491735821,0.19807323788862935,1.0,0.1498057782924776,1.0,male,1
0.0270634366221226,0.06886421364312556,0.027135704318298346,0.005788862740332682,0.10164853422494641,1.0,0.10625023508953887,1.0,male,1
0.05234291333361403,0.10980523207812017,0.05242370444922691,0.00954361825563218,0.37966247635317246,1.0,0.2125264924599394,1.0,male,1
0.0225636120182367,0.06476190316494917,0.022621252999182568,0.00581459619252691,0.16938083160361353,1.0,0.10316036734635221,1.0,male,1
0.01828362950298061,0.05835271146875377,0.018334749307071553,0.0031569215071357093,0.051317714141288835,1.0,0.08889083207515906,1.0,male,1
0.07063867067048496,0.13412253407427435,0.07070287764449887,0.01552988871974507,1.0,1.0,0.2578140755261999,1.0,male,1
0.02581144796493376,0.07077070898975613,0.02589280420272924,0.0068796611263415115,0.13545874773073582,1.0,0.10258275965588401,1.0,male,1
0.02038985426252657,0.06297034410888316,0.02041922823939441,0.0044577124029670364,0.046493219204421246,1.0,0.09982635215160074,1.0,male,1
0.041096025236155846,0.09614581039763927,0.04117120880645613,0.010221496422976121,0.3070363013580895,1.0,0.18563743834952393,1.0,male,1
0.026374480321924236,0.06324642312326723,0.026455174186229943,0.006471617551091254,0.16699521364787628,1.0,0.10060126230184434,1.0,male,1
0.030918125694674736,0.07760165153358878,0.03096655885076391,0.007772732910479129,0.347689077011107,1.0,0.13522916479148392,1.0,male,1
0.028488202705789195,0.07311716306327744,0.028567924996376285,0.007028795903758236,0.13181187501909555,1.0,0.11100633659257556,1.0,male,1
0.01799742749017511,0.048310266405062835,0.018038951482759837,0.004790307388700807,0.03759906030746302,1.0,0.06665989395749122,1.0,male,1
0.0453188465540488,0.09607230406314725,0.04537812942754756,0.009168386655701648,0.25604601152074213,1.0,0.18298783436761246,1.0,male,1
0.04289492147689403,0.10249512959582226,0.042957870639690476,0.008582911054024847,0.24122559073762928,1.0,0.1596001930956425,1.0,male,1
0.03494573310725204,0.07575646493556036,0.03502890364040891,0.00703022691862449,0.14325617458299125,1.0,0.12317486652916032,1.0,male,1
0.017383469985959608,0.047103951912228284,0.017442554013816607,0.005046829949216012,0.04098836034305433,1.0,0.0660836710210631,1.0,male,1
0.03988179637570863,0.10014119303767997,0.03995394499337474,0.008970701345643258,0.3758494113746228,1.0,0.1671489185484338,1.0,male,1
0.02779831137121866,0.0697120250705923,0.02784852054400884,0.006483187067426447,0.11012778654201627,1.0,0.12224890337333774,1.0,male,1
0.017331470151085757,0.05135126426977031,0.01735337629267297,0.0030912043737346922,0.023441338886831812,1.0,0.07506043944191586,1.0,male,1
0.036407466149990596,0.07878361200356225,0.03645346283121401,0.010670243137871394,0.5234022263453881,1.0,0.1385972873011473,1.0,male,1
0.027782596893800724,0.06593945022018605,0.027854285199980695,0.007124877628137827,0.21213785640777794,1.0,0.111487622661497,1.0,male,1
