mean,std,med,q75,min,skew,kurt,sfm,gender,predicted
0.0210418945664839,0.0688815840985787,0.005575925663952,0.0148334651811381,7.20990284389746e-05,0.0103938270217649,0.0938176580904443,0.0004267869828798,1,1
0.0401450601366657,0.0693715520555898,0.0187876067632897,0.0383671610893852,0.0001280920800101,0.0045245171926448,0.0403085360472118,0.0003997932146778,1,1
0.0287994391321161,0.0733112609671984,0.0114772438846219,0.0225284571825489,2.131251482552548e-05,0.0095133212947154,0.0960670093694884,0.0005335320411319,1,1
0.0485869670265065,0.1047955379015669,0.0078076418100046,0.0485708844898735,3.358414273274108e-05,0.0057383760692401,0.0279166060236345,0.0003215020717173,1,1
0.0431430483404391,0.081380583004461,0.0182054345598103,0.0430298907783184,0.0002663412629558,0.0044175957863573,0.0330390526280117,0.0003649779071353,0,1
0.0449742920891784,0.1101113702201703,0.0143066451603573,0.0271050563177782,8.510477158015847e-05,0.0026245354125727,0.0143017034430888,0.0001816361544458,1,1
0.0207579574038327,0.0807981010781648,0.0035085441324493,0.0091134041942433,3.56427603621804e-05,0.020459363185999,0.182592966307684,0.0005578680710558,0,0
0.030082824043329,0.061503121997638,0.0144376256578946,0.0272526608204042,6.0395451309070485e-05,0.0055152895957409,0.0567347080610761,0.0003558082624142,0,1
0.0230170162952145,0.0569960105808384,0.0022366976834637,0.0078270697267896,2.7908761803360894e-05,0.0122023385196515,0.1351917016221243,0.0003373836870335,1,1
0.0436530227291159,0.0867789922428015,0.0123641710371772,0.0402338156373903,7.898349425002907e-05,0.001572593638224,0.0093349183618893,0.0001210991077602,1,1
0.0564847923723445,0.1104533532427091,0.0158302724559086,0.049390159065441,0.0004186436313894,0.0039279429716065,0.0178873597247982,0.0003655045178409,1,1
0.0265738645455769,0.0860100537479775,0.0046456210630926,0.0137895157854704,0.0001102630725343,0.0105380996423373,0.0778561141198489,0.0004001289425153,1,1
0.0228467921709305,0.0510690107254145,0.0094611002122484,0.0211598407972477,0.0001537841868318,0.0055423613820598,0.063989370797429,0.000301473881939,0,1
0.03750505555085,0.0889745746883823,0.0209802997616497,0.0348038487852868,0.0002012342714642,0.0043451542610892,0.0348713056726982,0.0002936541507789,0,1
0.0206869993023718,0.0672163211937357,0.004497017823511,0.0091795796206704,6.805611621221108e-05,0.0143104424440342,0.1385998258721887,0.0005166354324232,1,1
0.0249158477359469,0.0696229256480866,0.0033746508792728,0.0108470970293442,3.425198645762136e-05,0.0111508472591569,0.0899119677839872,0.0003786779418904,1,1
0.0300838635119869,0.0628977138433483,0.0114283569548452,0.0292035317208113,0.000100497562495,0.0009396577992521,0.0096063148686195,5.340773351717064e-05,1,1
0.0692468791925369,0.1026631151635523,0.0325068444936106,0.0819260166677316,9.009006146601752e-05,0.0009715717544052,0.0046640819873035,0.000123964077207,1,1
0.0252998811127218,0.0730064964626013,0.0081590009988896,0.0204035461309782,7.66496594752695e-05,0.0076954010451799,0.0670919082968203,0.0003809779529274,0,1
0.0700458893675289,0.1340426574747179,0.0176901777338823,0.0513887047136263,0.0001512295056458,0.001280270184507,0.0045207496819331,0.0001209814463839,1,1
0.0144548584932243,0.0556268327560386,0.0057528356649804,0.011637654199166,6.361932544995823e-05,0.0093539660989393,0.1359050573943694,0.0002951089175818,1,1
0.0287472558992804,0.0693056965675544,0.0120438385542406,0.0248908460371913,9.622740452868316e-05,0.0081125354206288,0.0749377670557945,0.000487864631884,0,1
0.0429128647131398,0.0770709188811629,0.0180780434064983,0.0424022398836125,5.030627264522523e-05,0.0031116725398506,0.0218544622293727,0.0002877882433729,1,1
0.088779132635651,0.1203518048791716,0.03804551897484,0.1265615191295677,0.0001511167358765,0.0001201959917241,0.0004032947492411,1.860094003273154e-05,1,1
0.0826587050719138,0.1178086387340425,0.0338312874792081,0.0980097668464551,0.000300398596799,0.000764816236133,0.0028226443546479,0.0001205081999461,1,1
0.0239591229065092,0.0656794804502558,0.0066440233017311,0.0181873930420953,3.9987245459603945e-05,0.0104614354171535,0.1148369496098612,0.0004171693796308,1,1
0.0853945360768327,0.1206086500974982,0.0454516977512045,0.082761616897983,0.0008349297494058,0.0019200714202757,0.0086839088058063,0.00030083937189,1,1
0.0647768294018613,0.1148240826844245,0.0247555903977847,0.0522610793629802,0.0003146088221524,0.0014750893529486,0.0072544446711809,0.0001719038761928,1,1
0.0156975462539416,0.0461575831262308,0.006967988617388,0.0143009840179241,9.651661791770296e-05,0.0137865032955364,0.214326269298748,0.0005353505717383,1,1
0.0885879894636682,0.1224893964649715,0.0468945592062118,0.1081646237887324,8.829859816646357e-05,0.0004110217125823,0.0016264821865343,6.37507968757585e-05,1,1
0.0501450736987882,0.0782453839415367,0.0262030901350868,0.0602858760824627,0.0002373224862508,0.003679858179532,0.027262845281431,0.0003537428521174,0,1
0.0387818293287564,0.0737714214891592,0.0149562531383899,0.035678096605664,5.8845757015541165e-05,0.0033997455393965,0.0246234505406229,0.0002772617770758,1,1
0.0249040869572649,0.0683868891317028,0.0090781779050794,0.0162309292996167,0.00013442654853,0.0065594591100642,0.0571742482533534,0.0003817716170748,1,1
0.058007643231369,0.0973427155219968,0.0270766459203002,0.0507063995656473,0.0003347631595923,0.0032044599308512,0.0156360939053087,0.0004182007362527,0,1
0.0378423316642103,0.0795466222852682,0.0044476018848824,0.0217249309236492,3.556626645396165e-05,0.0033500742164788,0.0179883837332254,0.0001864233991428,1,1
0.0302037282877892,0.0780955226674328,0.0095080745023775,0.0241531828539508,0.0001428624231737,0.0065648126617141,0.052908707233207,0.0003688345276461,0,1
0.0470715351423043,0.1003320675010704,0.0188171912995928,0.0386206397122943,0.0001816695673549,0.0038008869328296,0.0214206072814351,0.0003303629358226,1,1
0.0172200323684825,0.0586466296555013,0.0025166824410705,0.0063980119704056,5.962537641176792e-05,0.0186926918943886,0.2019541702068544,0.0004861942676369,1,1
0.0251132774896122,0.070627766418972,0.0095419623689546,0.0220671687369077,4.847008811351797e-05,0.0082540486180488,0.0884048823280731,0.0003814555576668,0,1
0.0166662373423101,0.0545679496497819,0.0064250341558137,0.0121017730013031,4.5427249135599016e-05,0.0172254099954526,0.2135106045683945,0.0006671726616402,0,1
0.0752459308554957,0.1271796592564692,0.0342809334837566,0.0758291927390016,0.000480137695664,0.0003679134780828,0.0017372543936951,4.518306871255847e-05,1,1
0.0267203347772348,0.0750167112983022,0.0087915897273984,0.0240002537384993,4.3247230190841074e-05,0.0083363902085297,0.0799418211936291,0.0003668020707989,1,1
0.0554510225933712,0.1089051871693195,0.0260761258697934,0.0491306437348586,0.0001903519038089,0.0031147800799875,0.0176570649343127,0.0003114393742684,1,1
0.0304914822334211,0.0566504363732116,0.0117084625012643,0.0235125472211886,8.338363113874635e-05,0.0052353371563831,0.0441474538602148,0.0004677546862702,1,1
0.0160437119274833,0.0572174851637907,0.0072222929381302,0.012422046261835,5.795331458405301e-05,0.0063616951327381,0.0752126242869344,0.0002616321065055,1,1
0.0182819300534495,0.0516867100208375,0.0053939319758689,0.0155531557414565,0.0001403859654567,0.009533999800226,0.1317504282070427,0.0003453272939457,1,1
0.0322767910155598,0.0959160340466968,0.0060103655178128,0.0158558370917083,4.004651211655267e-05,0.0098244816208826,0.0705918131829409,0.0003851647285066,0,1
0.0362998582095073,0.0780460532344329,0.0071868732242239,0.028700193124496,2.244156539713444e-05,0.006358788172905,0.0448966865829943,0.0003376364450632,1,1
0.0467286918350131,0.0855503061974584,0.0195002154975266,0.040360800839843,7.976523398647159e-05,0.0031093361206007,0.0174889311667775,0.000316273188667,1,1
0.0107919192641076,0.0344378309929016,0.0038797965729213,0.0073839645548581,4.961948499098066e-05,0.0363809564448644,0.8111763295765482,0.0009656053199444,1,1
0.0306125452349166,0.0958222886522686,0.0064899070242478,0.0147400370583553,3.274929447302356e-05,0.0240380310221156,0.1660900585283211,0.0010009278120711,1,1
0.0261206714306112,0.077475683604127,0.0056691700702109,0.011942401342504,0.000162299095304,0.0089441758733366,0.0707504681405793,0.0003923224954366,1,1
0.0398738149014991,0.0738276413998524,0.0144567589621246,0.0382052168724854,0.0001843810667653,0.0058532640731059,0.0410394746300775,0.0004886330825155,1,1
0.0213157796607551,0.057619651128919,0.006315551163148,0.0131567044503705,7.67179047506533e-05,0.0052533376253162,0.059939911437371,0.0002233960630045,0,1
0.0368372591781424,0.0832966506910776,0.0089417893119199,0.0328420517263691,8.038195119538852e-05,0.0042589877484871,0.0322447258577219,0.0002421164175979,0,1
0.0506660857542239,0.0955755918012025,0.0162053877739969,0.0528573920424207,0.0001985063371154,0.0045158963119633,0.026538609735373,0.0003691027280632,1,1
0.035910261505879,0.0742565020971286,0.0185079631875854,0.0342728008018144,3.5168573346541725e-05,0.0034972976277129,0.0301478942838184,0.000267032957975,1,1
0.0498332328422044,0.0946304872456069,0.0219238078806863,0.0497266026655194,0.0001063505218856,0.001863255687456,0.0109780672811924,0.0001772014124459,1,1
0.0300804899236794,0.0798340323139322,0.0053527406857046,0.0166379985349325,4.765466996852484e-05,0.0083863782369511,0.0624887645969207,0.0003751942090387,0,1
0.016306054330062,0.0505366573193365,0.0070493681384775,0.0128883248465848,4.383385391809254e-05,0.0113567561070705,0.1599128502888205,0.0004414514628482,1,1
0.0317664578955786,0.0649265811085872,0.011901627357524,0.030555298699012,0.0001284635156348,0.0104463360644486,0.1061724522989026,0.0006594189682595,0,1
0.0492486966082157,0.1069329630279396,0.0205440953524417,0.0388877123344117,0.0001893845841725,0.0087688136742349,0.0532611134892031,0.0007588433568824,1,1
0.0273420620553395,0.0660679830433866,0.0120215384076451,0.0259449745810139,0.0002820104663586,0.0172104837151029,0.1883135145844851,0.000948826148049,0,0
0.0224908667729684,0.0486939901005498,0.0119300181773409,0.0243242972803295,5.9801143424142096e-05,0.0039385241814164,0.0582888335524301,0.0001735604198407,1,1
0.0311381751272222,0.0635406874311061,0.0149308203254847,0.0296222123130293,0.0001380220179326,0.0148426282248862,0.1558215324044344,0.0009327450302347,1,0
0.0404090147706849,0.080945579247656,0.0111734379247362,0.0374495014049853,0.0001650675711139,0.0047115673175697,0.034558347566675,0.0003208129040902,1,1
0.0536281854223791,0.1055764539652777,0.0260205829857369,0.0497492179089299,0.0003138956589319,0.0027246912176959,0.0145736457414655,0.0002657730785693,1,1
0.0535363926561538,0.0918149819815407,0.0179167298546828,0.0612173885119761,4.27300073875398e-05,0.0017492033229434,0.0100597197229634,0.0001690045655813,1,1
0.0576721771410959,0.1284048695003376,0.0066181941277757,0.0274133677807094,6.681350888586744e-05,0.0049246755467489,0.0167076725267553,0.0002906163862037,1,1
0.0393858775558672,0.0758607044909618,0.0164284596373774,0.0388864521843949,0.0002753156546163,0.002333804399534,0.0193441700020948,0.0001744898068506,1,1
0.0396688487245162,0.0706774184519458,0.017439062449495,0.040251206613925,0.0001712915544557,0.0027794535929977,0.0243943939202746,0.0002252418820911,1,1
0.0101251326148072,0.0352780129631298,0.0039602649086858,0.0074016144212217,2.6832754638461417e-05,0.0132539527824957,0.2653758929806712,0.000388499302289,1,1
0.0356908040202922,0.0601227526845529,0.0174473369896152,0.0380069578449858,0.0001044684501777,0.0022307507788512,0.0218676662248692,0.0001864676575967,1,1
